DiseaseName,Link,GeneSymbol
E,1,RORA
E,1,DNAJC7
E,1,BCLAF1
E,1,TAF15
E,1,IL6ST
E,1,AKT2
E,1,AKAP13
E,1,MBNL2
E,1,MBNL1
E,1,PIK3CB
E,1,GNAL
E,1,LPP
E,1,TRIO
E,1,MIR612///NEAT1
E,1,ACACB
E,1,UTRN
E,1,DDX6
E,1,VCL
E,1,EPHA4
E,1,ADAM12
E,1,RAPGEF1
E,1,PDE4D
E,1,PCDH11Y///PCDH11X
E,1,NFIB
E,1,PDE3A
E,1,WISP2
E,1,LAMA2
E,1,TRIM58
